classification,xVariable,yVariable
OC3313,64,37925.098039215685
OC3313,65,38017.05882352941
OC3313,66,38109.01960784314
OC3313,67,38200.98039215686
OC3313,68,38311.333333333336
OC3313,69,38421.686274509804
OC3313,70,38513.64705882353
OC3313,71,38624
OC3313,72,38849.97297297297
OC3313,73,39113.60810810811
OC3313,74,39339.58108108108
OC3313,75,39603.21621621621
OC3313,76,39904.51351351351
OC3313,77,40168.14864864865
OC3313,78,40469.44594594595
OC3313,79,40770.74324324324
OC3313,80,41109.7027027027
OC3313,81,41411
OC3313,82,NULL
OC3313,83,NULL
OC3313,84,NULL
OC3313,85,NULL
OC3313,86,NULL
OC3313,87,NULL
OC3313,88,NULL
OC3313,89,NULL
OC3313,90,NULL
OC3313,91,NULL
OC3534,11,21995
OC3534,12,22398.727272727272
OC3534,13,22802.454545454544
OC3534,14,23206.181818181816
OC3534,15,23811.772727272728
OC3534,16,24215.5
OC3534,17,24619.227272727272
OC3534,18,25224.818181818184
OC3534,19,25628.545454545456
OC3534,20,26032.272727272728
OC3534,21,26436
OC3534,22,27013.434782608696
OC3534,23,27398.391304347824
OC3534,24,27783.347826086956
OC3534,25,28168.304347826088
OC3534,26,28745.739130434784
OC3534,27,29130.695652173912
OC3534,28,29515.652173913044
OC3534,29,30093.08695652174
OC3534,30,30478.043478260868
OC3534,31,30863
OC3534,32,31164.0
OC3534,33,31364.666666666668
OC3534,34,31665.666666666668
OC3534,35,31866.333333333332
OC3534,36,32167.333333333332
OC3534,37,32368.0
OC3534,38,32669.0
OC3534,39,32970.0
OC3534,40,33271.0
OC3534,41,33572
OC3534,42,33864.645161290326
OC3534,43,34157.290322580644
OC3534,44,34449.93548387097
OC3534,45,34742.58064516129
OC3534,46,35035.22580645161
OC3534,47,35327.87096774194
OC3534,48,35620.51612903226
OC3534,49,35913.16129032258
OC3534,50,36303.354838709674
OC3534,51,36596
OC3534,52,36914.307692307695
OC3534,53,37338.717948717946
OC3534,54,37763.1282051282
OC3534,55,38081.4358974359
OC3534,56,38505.846153846156
OC3534,57,39036.35897435898
OC3534,58,39460.769230769234
OC3534,59,39885.179487179485
OC3534,60,40309.58974358974
OC3534,61,40734
OC3534,62,41100.58823529412
OC3534,63,41558.82352941176
OC3534,64,41925.41176470588
OC3534,65,42383.64705882353
OC3534,66,42841.882352941175
OC3534,67,43300.117647058825
OC3534,68,43850.0
OC3534,69,44399.882352941175
OC3534,70,44858.117647058825
OC3534,71,45408
OC3534,72,46139.75675675676
OC3534,73,46993.47297297297
OC3534,74,47725.22972972973
OC3534,75,48578.94594594595
OC3534,76,49554.62162162162
OC3534,77,50408.33783783784
OC3534,78,51384.01351351351
OC3534,79,52359.68918918919
OC3534,80,53457.32432432433
OC3534,81,54433
OC3534,82,NULL
OC3534,83,NULL
OC3534,84,NULL
OC3534,85,NULL
OC3534,86,NULL
OC3534,87,NULL
OC3534,88,NULL
OC3534,89,NULL
OC3534,90,NULL
OC3534,91,NULL
OC5241,11,19476
OC5241,12,19982.272727272728
OC5241,13,20488.545454545456
OC5241,14,20994.81818181818
OC5241,15,21754.227272727272
OC5241,16,22260.5
OC5241,17,22766.772727272728
OC5241,18,23526.18181818182
OC5241,19,24032.454545454544
OC5241,20,24538.727272727272
OC5241,21,25045
OC5241,22,25516.91304347826
OC5241,23,25831.521739130436
OC5241,24,26146.130434782608
OC5241,25,26460.739130434784
OC5241,26,26932.652173913044
OC5241,27,27247.260869565216
OC5241,28,27561.869565217392
OC5241,29,28033.782608695652
OC5241,30,28348.391304347824
OC5241,31,28663
OC5241,32,28945.11111111111
OC5241,33,29133.185185185186
OC5241,34,29415.296296296296
OC5241,35,29603.37037037037
OC5241,36,29885.48148148148
OC5241,37,30073.555555555555
OC5241,38,30355.666666666668
OC5241,39,30637.777777777777
OC5241,40,30919.88888888889
OC5241,41,31202
OC5241,42,31393.032258064515
OC5241,43,31584.064516129034
OC5241,44,31775.09677419355
OC5241,45,31966.129032258064
OC5241,46,32157.16129032258
OC5241,47,32348.1935483871
OC5241,48,32539.225806451614
OC5241,49,32730.25806451613
OC5241,50,32984.967741935485
OC5241,51,33176
OC5241,52,33369.307692307695
OC5241,53,33627.05128205128
OC5241,54,33884.794871794875
OC5241,55,34078.10256410256
OC5241,56,34335.846153846156
OC5241,57,34658.02564102564
OC5241,58,34915.769230769234
OC5241,59,35173.51282051282
OC5241,60,35431.25641025641
OC5241,61,35689
OC5241,62,35877.23529411765
OC5241,63,36112.529411764706
OC5241,64,36300.76470588235
OC5241,65,36536.05882352941
OC5241,66,36771.35294117647
OC5241,67,37006.64705882353
OC5241,68,37289.0
OC5241,69,37571.35294117647
OC5241,70,37806.64705882353
OC5241,71,38089
OC5241,72,38420.86486486487
OC5241,73,38808.04054054054
OC5241,74,39139.90540540541
OC5241,75,39527.08108108108
OC5241,76,39969.56756756757
OC5241,77,40356.74324324324
OC5241,78,40799.22972972973
OC5241,79,41241.71621621621
OC5241,80,41739.51351351351
OC5241,81,42182
OC5241,82,42612.955882352944
OC5241,83,43043.91176470588
OC5241,84,43431.77205882353
OC5241,85,43776.53676470588
OC5241,86,44293.68382352941
OC5241,87,44853.92647058824
OC5241,88,45543.455882352944
OC5241,89,46319.17647058824
OC5241,90,47094.89705882353
OC5241,91,48043
OC531,11,18262
OC531,12,18555.727272727272
OC531,13,18849.454545454544
OC531,14,19143.18181818182
OC531,15,19583.772727272728
OC531,16,19877.5
OC531,17,20171.227272727272
OC531,18,20611.818181818184
OC531,19,20905.545454545456
OC531,20,21199.272727272728
OC531,21,21493
OC531,22,21785.304347826088
OC531,23,21980.17391304348
OC531,24,22175.043478260868
OC531,25,22369.91304347826
OC531,26,22662.217391304348
OC531,27,22857.08695652174
OC531,28,23051.956521739132
OC531,29,23344.260869565216
OC531,30,23539.130434782608
OC531,31,23734
OC531,32,23970.777777777777
OC531,33,24128.62962962963
OC531,34,24365.40740740741
OC531,35,24523.25925925926
OC531,36,24760.037037037036
OC531,37,24917.88888888889
OC531,38,25154.666666666668
OC531,39,25391.444444444445
OC531,40,25628.222222222223
OC531,41,25865
OC531,42,26019.25806451613
OC531,43,26173.516129032258
OC531,44,26327.774193548386
OC531,45,26482.032258064515
OC531,46,26636.290322580644
OC531,47,26790.548387096773
OC531,48,26944.8064516129
OC531,49,27099.06451612903
OC531,50,27304.74193548387
OC531,51,27459
OC531,52,27606.384615384617
OC531,53,27802.897435897437
OC531,54,27999.410256410258
OC531,55,28146.79487179487
OC531,56,28343.30769230769
OC531,57,28588.94871794872
OC531,58,28785.46153846154
OC531,59,28981.97435897436
OC531,60,29178.48717948718
OC531,61,29375
OC531,62,29556.725490196077
OC531,63,29783.882352941175
OC531,64,29965.607843137255
OC531,65,30192.764705882353
OC531,66,30419.92156862745
OC531,67,30647.07843137255
OC531,68,30919.666666666668
OC531,69,31192.254901960783
OC531,70,31419.41176470588
OC531,71,31692
OC531,72,31949.27027027027
OC531,73,32249.41891891892
OC531,74,32506.68918918919
OC531,75,32806.83783783784
OC531,76,33149.86486486487
OC531,77,33450.01351351351
OC531,78,33793.04054054054
OC531,79,34136.06756756757
OC531,80,34521.97297297297
OC531,81,34865
OC531,82,35139.48529411765
OC531,83,35413.970588235294
OC531,84,35661.007352941175
OC531,85,35880.595588235294
OC531,86,36209.97794117647
OC531,87,36566.80882352941
OC531,88,37005.98529411765
OC531,89,37500.05882352941
OC531,90,37994.132352941175
OC531,91,38598
OC5314,11,19992
OC5314,12,20410.272727272728
OC5314,13,20828.545454545456
OC5314,14,21246.81818181818
OC5314,15,21874.227272727272
OC5314,16,22292.5
OC5314,17,22710.772727272728
OC5314,18,23338.18181818182
OC5314,19,23756.454545454544
OC5314,20,24174.727272727272
OC5314,21,24593
OC5314,22,24919.739130434784
OC5314,23,25137.565217391304
OC5314,24,25355.391304347828
OC5314,25,25573.217391304348
OC5314,26,25899.956521739132
OC5314,27,26117.782608695652
OC5314,28,26335.608695652172
OC5314,29,26662.347826086956
OC5314,30,26880.17391304348
OC5314,31,27098
OC5314,32,27338.444444444445
OC5314,33,27498.74074074074
OC5314,34,27739.185185185186
OC5314,35,27899.48148148148
OC5314,36,28139.925925925927
OC5314,37,28300.222222222223
OC5314,38,28540.666666666668
OC5314,39,28781.11111111111
OC5314,40,29021.555555555555
OC5314,41,29262
OC5314,42,29466.0
OC5314,43,29670.0
OC5314,44,29874.0
OC5314,45,30078.0
OC5314,46,30282.0
OC5314,47,30486.0
OC5314,48,30690.0
OC5314,49,30894.0
OC5314,50,31166.0
OC5314,51,31370
OC5314,52,31545.30769230769
OC5314,53,31779.05128205128
OC5314,54,32012.79487179487
OC5314,55,32188.102564102563
OC5314,56,32421.846153846152
OC5314,57,32714.02564102564
OC5314,58,32947.769230769234
OC5314,59,33181.51282051282
OC5314,60,33415.256410256414
OC5314,61,33649
OC5314,62,33837.0
OC5314,63,34072.0
OC5314,64,34260.0
OC5314,65,34495.0
OC5314,66,34730.0
OC5314,67,34965.0
OC5314,68,35247.0
OC5314,69,35529.0
OC5314,70,35764.0
OC5314,71,36046
OC5314,72,36233.13513513513
OC5314,73,36451.45945945946
OC5314,74,36638.59459459459
OC5314,75,36856.91891891892
OC5314,76,37106.43243243243
OC5314,77,37324.75675675676
OC5314,78,37574.27027027027
OC5314,79,37823.78378378379
OC5314,80,38104.48648648649
OC5314,81,38354
OC5314,82,NULL
OC5314,83,NULL
OC5314,84,NULL
OC5314,85,NULL
OC5314,86,NULL
OC5314,87,NULL
OC5314,88,NULL
OC5314,89,NULL
OC5314,90,NULL
OC5314,91,NULL
OC5315,11,17699
OC5315,12,17990.81818181818
OC5315,13,18282.636363636364
OC5315,14,18574.454545454544
OC5315,15,19012.18181818182
OC5315,16,19304.0
OC5315,17,19595.818181818184
OC5315,18,20033.545454545456
OC5315,19,20325.363636363636
OC5315,20,20617.181818181816
OC5315,21,20909
OC5315,22,21262.478260869564
OC5315,23,21498.130434782608
OC5315,24,21733.782608695652
OC5315,25,21969.434782608696
OC5315,26,22322.91304347826
OC5315,27,22558.565217391304
OC5315,28,22794.217391304348
OC5315,29,23147.695652173912
OC5315,30,23383.347826086956
OC5315,31,23619
OC5315,32,23835.444444444445
OC5315,33,23979.74074074074
OC5315,34,24196.185185185186
OC5315,35,24340.48148148148
OC5315,36,24556.925925925927
OC5315,37,24701.222222222223
OC5315,38,24917.666666666668
OC5315,39,25134.11111111111
OC5315,40,25350.555555555555
OC5315,41,25567
OC5315,42,25710.8064516129
OC5315,43,25854.612903225807
OC5315,44,25998.41935483871
OC5315,45,26142.225806451614
OC5315,46,26286.032258064515
OC5315,47,26429.83870967742
OC5315,48,26573.645161290322
OC5315,49,26717.451612903227
OC5315,50,26909.1935483871
OC5315,51,27053
OC5315,52,27203.0
OC5315,53,27403.0
OC5315,54,27603.0
OC5315,55,27753.0
OC5315,56,27953.0
OC5315,57,28203.0
OC5315,58,28403.0
OC5315,59,28603.0
OC5315,60,28803.0
OC5315,61,29003
OC5315,62,29150.21568627451
OC5315,63,29334.235294117647
OC5315,64,29481.450980392157
OC5315,65,29665.470588235294
OC5315,66,29849.49019607843
OC5315,67,30033.50980392157
OC5315,68,30254.333333333332
OC5315,69,30475.156862745098
OC5315,70,30659.176470588234
OC5315,71,30880
OC5315,72,31063.0
OC5315,73,31276.5
OC5315,74,31459.5
OC5315,75,31673.0
OC5315,76,31917.0
OC5315,77,32130.5
OC5315,78,32374.5
OC5315,79,32618.5
OC5315,80,32893.0
OC5315,81,33137
OC5315,82,NULL
OC5315,83,NULL
OC5315,84,NULL
OC5315,85,NULL
OC5315,86,NULL
OC5315,87,NULL
OC5315,88,NULL
OC5315,89,NULL
OC5315,90,NULL
OC5315,91,NULL
OC6145,11,12898
OC6145,12,13083.818181818182
OC6145,13,13269.636363636364
OC6145,14,13455.454545454546
OC6145,15,13734.181818181818
OC6145,16,13920.0
OC6145,17,14105.818181818182
OC6145,18,14384.545454545454
OC6145,19,14570.363636363636
OC6145,20,14756.181818181818
OC6145,21,14942
OC6145,22,15132.173913043478
OC6145,23,15258.95652173913
OC6145,24,15385.739130434782
OC6145,25,15512.521739130434
OC6145,26,15702.695652173912
OC6145,27,15829.478260869566
OC6145,28,15956.260869565218
OC6145,29,16146.434782608696
OC6145,30,16273.217391304348
OC6145,31,16400
OC6145,32,16568.88888888889
OC6145,33,16681.48148148148
OC6145,34,16850.37037037037
OC6145,35,16962.962962962964
OC6145,36,17131.85185185185
OC6145,37,17244.444444444445
OC6145,38,17413.333333333332
OC6145,39,17582.222222222223
OC6145,40,17751.11111111111
OC6145,41,17920
OC6145,42,18034.58064516129
OC6145,43,18149.16129032258
OC6145,44,18263.74193548387
OC6145,45,18378.322580645163
OC6145,46,18492.90322580645
OC6145,47,18607.483870967742
OC6145,48,18722.06451612903
OC6145,49,18836.645161290322
OC6145,50,18989.41935483871
OC6145,51,19104
OC6145,52,19220.0
OC6145,53,19374.666666666668
OC6145,54,19529.333333333332
OC6145,55,19645.333333333332
OC6145,56,19800.0
OC6145,57,19993.333333333332
OC6145,58,20148.0
OC6145,59,20302.666666666668
OC6145,60,20457.333333333332
OC6145,61,20612
OC6145,62,20761.882352941175
OC6145,63,20949.235294117647
OC6145,64,21099.117647058825
OC6145,65,21286.470588235294
OC6145,66,21473.823529411766
OC6145,67,21661.176470588234
OC6145,68,21886.0
OC6145,69,22110.823529411766
OC6145,70,22298.176470588234
OC6145,71,22523
OC6145,72,22706.08108108108
OC6145,73,22919.675675675677
OC6145,74,23102.756756756757
OC6145,75,23316.35135135135
OC6145,76,23560.45945945946
OC6145,77,23774.054054054053
OC6145,78,24018.162162162163
OC6145,79,24262.27027027027
OC6145,80,24536.891891891893
OC6145,81,24781
OC6145,82,25039.014705882353
OC6145,83,25297.029411764706
OC6145,84,25529.242647058825
OC6145,85,25735.654411764706
OC6145,86,26045.272058823528
OC6145,87,26380.691176470587
OC6145,88,26793.514705882353
OC6145,89,27257.941176470587
OC6145,90,27722.367647058825
OC6145,91,28290
OC71,11,13617
OC71,12,13783.636363636364
OC71,13,13950.272727272728
OC71,14,14116.90909090909
OC71,15,14366.863636363636
OC71,16,14533.5
OC71,17,14700.136363636364
OC71,18,14950.09090909091
OC71,19,15116.727272727272
OC71,20,15283.363636363636
OC71,21,15450
OC71,22,15605.739130434782
OC71,23,15709.565217391304
OC71,24,15813.391304347826
OC71,25,15917.217391304348
OC71,26,16072.95652173913
OC71,27,16176.782608695652
OC71,28,16280.608695652174
OC71,29,16436.347826086956
OC71,30,16540.17391304348
OC71,31,16644
OC71,32,16770.222222222223
OC71,33,16854.37037037037
OC71,34,16980.59259259259
OC71,35,17064.74074074074
OC71,36,17190.962962962964
OC71,37,17275.11111111111
OC71,38,17401.333333333332
OC71,39,17527.555555555555
OC71,40,17653.777777777777
OC71,41,17780
OC71,42,17897.774193548386
OC71,43,18015.548387096773
OC71,44,18133.322580645163
OC71,45,18251.09677419355
OC71,46,18368.870967741936
OC71,47,18486.645161290322
OC71,48,18604.41935483871
OC71,49,18722.1935483871
OC71,50,18879.225806451614
OC71,51,18997
OC71,52,19130.153846153848
OC71,53,19307.69230769231
OC71,54,19485.23076923077
OC71,55,19618.384615384617
OC71,56,19795.923076923078
OC71,57,20017.846153846152
OC71,58,20195.384615384617
OC71,59,20372.923076923078
OC71,60,20550.46153846154
OC71,61,20728
OC71,62,20874.666666666668
OC71,63,21058.0
OC71,64,21204.666666666668
OC71,65,21388.0
OC71,66,21571.333333333332
OC71,67,21754.666666666668
OC71,68,21974.666666666668
OC71,69,22194.666666666668
OC71,70,22378.0
OC71,71,22598
OC71,72,22833.702702702703
OC71,73,23108.68918918919
OC71,74,23344.391891891893
OC71,75,23619.37837837838
OC71,76,23933.64864864865
OC71,77,24208.635135135137
OC71,78,24522.905405405407
OC71,79,24837.175675675677
OC71,80,25190.72972972973
OC71,81,25505
OC71,82,25882.79411764706
OC71,83,26260.58823529412
OC71,84,26600.602941176472
OC71,85,26902.83823529412
OC71,86,27356.191176470587
OC71,87,27847.323529411766
OC71,88,28451.79411764706
OC71,89,29131.823529411766
OC71,90,29811.85294117647
OC71,91,30643
OC72,11,16000
OC72,12,16165.272727272728
OC72,13,16330.545454545454
OC72,14,16495.81818181818
OC72,15,16743.727272727272
OC72,16,16909.0
OC72,17,17074.272727272728
OC72,18,17322.18181818182
OC72,19,17487.454545454544
OC72,20,17652.727272727272
OC72,21,17818
OC72,22,18026.17391304348
OC72,23,18164.956521739132
OC72,24,18303.739130434784
OC72,25,18442.521739130436
OC72,26,18650.695652173912
OC72,27,18789.478260869564
OC72,28,18928.260869565216
OC72,29,19136.434782608696
OC72,30,19275.217391304348
OC72,31,19414
OC72,32,19579.11111111111
OC72,33,19689.185185185186
OC72,34,19854.296296296296
OC72,35,19964.37037037037
OC72,36,20129.48148148148
OC72,37,20239.555555555555
OC72,38,20404.666666666668
OC72,39,20569.777777777777
OC72,40,20734.88888888889
OC72,41,20900
OC72,42,21072.451612903227
OC72,43,21244.90322580645
OC72,44,21417.354838709678
OC72,45,21589.8064516129
OC72,46,21762.25806451613
OC72,47,21934.709677419356
OC72,48,22107.16129032258
OC72,49,22279.612903225807
OC72,50,22509.548387096773
OC72,51,22682
OC72,52,22824.53846153846
OC72,53,23014.589743589742
OC72,54,23204.641025641027
OC72,55,23347.17948717949
OC72,56,23537.23076923077
OC72,57,23774.79487179487
OC72,58,23964.846153846152
OC72,59,24154.897435897437
OC72,60,24344.94871794872
OC72,61,24535
OC72,62,24732.49019607843
OC72,63,24979.352941176472
OC72,64,25176.843137254902
OC72,65,25423.70588235294
OC72,66,25670.56862745098
OC72,67,25917.43137254902
OC72,68,26213.666666666668
OC72,69,26509.901960784315
OC72,70,26756.764705882353
OC72,71,27053
OC72,72,27365.405405405407
OC72,73,27729.87837837838
OC72,74,28042.283783783783
OC72,75,28406.756756756757
OC72,76,28823.297297297297
OC72,77,29187.77027027027
OC72,78,29604.31081081081
OC72,79,30020.85135135135
OC72,80,30489.45945945946
OC72,81,30906
OC72,82,31402.91176470588
OC72,83,31899.823529411766
OC72,84,32347.04411764706
OC72,85,32744.573529411766
OC72,86,33340.867647058825
OC72,87,33986.85294117647
OC72,88,34781.91176470588
OC72,89,35676.35294117647
OC72,90,36570.794117647056
OC72,91,37664
OC8211,11,21032
OC8211,12,21331.727272727272
OC8211,13,21631.454545454544
OC8211,14,21931.18181818182
OC8211,15,22380.772727272728
OC8211,16,22680.5
OC8211,17,22980.227272727272
OC8211,18,23429.818181818184
OC8211,19,23729.545454545456
OC8211,20,24029.272727272728
OC8211,21,24329
OC8211,22,24629.260869565216
OC8211,23,24829.434782608696
OC8211,24,25029.608695652176
OC8211,25,25229.782608695652
OC8211,26,25530.043478260868
OC8211,27,25730.217391304348
OC8211,28,25930.391304347824
OC8211,29,26230.652173913044
OC8211,30,26430.82608695652
OC8211,31,26631
OC8211,32,26863.555555555555
OC8211,33,27018.59259259259
OC8211,34,27251.14814814815
OC8211,35,27406.185185185186
OC8211,36,27638.74074074074
OC8211,37,27793.777777777777
OC8211,38,28026.333333333332
OC8211,39,28258.88888888889
OC8211,40,28491.444444444445
OC8211,41,28724
OC8211,42,28897.41935483871
OC8211,43,29070.83870967742
OC8211,44,29244.25806451613
OC8211,45,29417.677419354837
OC8211,46,29591.09677419355
OC8211,47,29764.516129032258
OC8211,48,29937.935483870966
OC8211,49,30111.354838709678
OC8211,50,30342.58064516129
OC8211,51,30516
OC8211,52,30672.76923076923
OC8211,53,30881.79487179487
OC8211,54,31090.82051282051
OC8211,55,31247.589743589742
OC8211,56,31456.615384615383
OC8211,57,31717.897435897437
OC8211,58,31926.923076923078
OC8211,59,32135.94871794872
OC8211,60,32344.97435897436
OC8211,61,32554
OC8211,62,32694.470588235294
OC8211,63,32870.05882352941
OC8211,64,33010.529411764706
OC8211,65,33186.117647058825
OC8211,66,33361.705882352944
OC8211,67,33537.294117647056
OC8211,68,33748.0
OC8211,69,33958.705882352944
OC8211,70,34134.294117647056
OC8211,71,34345
OC8211,72,34555.72972972973
OC8211,73,34801.58108108108
OC8211,74,35012.31081081081
OC8211,75,35258.16216216216
OC8211,76,35539.13513513513
OC8211,77,35784.98648648649
OC8211,78,36065.95945945946
OC8211,79,36346.93243243243
OC8211,80,36663.02702702703
OC8211,81,36944
OC8211,82,37224.07352941176
OC8211,83,37504.14705882353
OC8211,84,37756.21323529412
OC8211,85,37980.27205882353
OC8211,86,38316.36029411765
OC8211,87,38680.455882352944
OC8211,88,39128.57352941176
OC8211,89,39632.705882352944
OC8211,90,40136.83823529412
OC8211,91,40753
OC9241,11,16828
OC9241,12,17033.272727272728
OC9241,13,17238.545454545456
OC9241,14,17443.81818181818
OC9241,15,17751.727272727272
OC9241,16,17957.0
OC9241,17,18162.272727272728
OC9241,18,18470.18181818182
OC9241,19,18675.454545454544
OC9241,20,18880.727272727272
OC9241,21,19086
OC9241,22,19334.478260869564
OC9241,23,19500.130434782608
OC9241,24,19665.782608695652
OC9241,25,19831.434782608696
OC9241,26,20079.91304347826
OC9241,27,20245.565217391304
OC9241,28,20411.217391304348
OC9241,29,20659.695652173912
OC9241,30,20825.347826086956
OC9241,31,20991
OC9241,32,21209.88888888889
OC9241,33,21355.814814814814
OC9241,34,21574.703703703704
OC9241,35,21720.629629629628
OC9241,36,21939.51851851852
OC9241,37,22085.444444444445
OC9241,38,22304.333333333332
OC9241,39,22523.222222222223
OC9241,40,22742.11111111111
OC9241,41,22961
OC9241,42,23162.483870967742
OC9241,43,23363.967741935485
OC9241,44,23565.451612903227
OC9241,45,23766.935483870966
OC9241,46,23968.41935483871
OC9241,47,24169.90322580645
OC9241,48,24371.387096774193
OC9241,49,24572.870967741936
OC9241,50,24841.516129032258
OC9241,51,25043
OC9241,52,25213.0
OC9241,53,25439.666666666668
OC9241,54,25666.333333333332
OC9241,55,25836.333333333332
OC9241,56,26063.0
OC9241,57,26346.333333333332
OC9241,58,26573.0
OC9241,59,26799.666666666668
OC9241,60,27026.333333333332
OC9241,61,27253
OC9241,62,27436.686274509804
OC9241,63,27666.29411764706
OC9241,64,27849.980392156864
OC9241,65,28079.58823529412
OC9241,66,28309.196078431374
OC9241,67,28538.80392156863
OC9241,68,28814.333333333332
OC9241,69,29089.86274509804
OC9241,70,29319.470588235294
OC9241,71,29595
OC9241,72,29814.567567567567
OC9241,73,30070.72972972973
OC9241,74,30290.297297297297
OC9241,75,30546.45945945946
OC9241,76,30839.216216216217
OC9241,77,31095.37837837838
OC9241,78,31388.135135135137
OC9241,79,31680.891891891893
OC9241,80,32010.243243243243
OC9241,81,32303
OC9241,82,32592.117647058825
OC9241,83,32881.23529411765
OC9241,84,33141.44117647059
OC9241,85,33372.73529411765
OC9241,86,33719.67647058824
OC9241,87,34095.529411764706
OC9241,88,34558.117647058825
OC9241,89,35078.529411764706
OC9241,90,35598.94117647059
OC9241,91,36235
OC522,11,19493
OC522,12,19806.81818181818
OC522,13,20120.636363636364
OC522,14,20434.454545454544
OC522,15,20905.18181818182
OC522,16,21219.0
OC522,17,21532.818181818184
OC522,18,22003.545454545456
OC522,19,22317.363636363636
OC522,20,22631.181818181816
OC522,21,22945
OC522,22,23359.652173913044
OC522,23,23636.08695652174
OC522,24,23912.521739130436
OC522,25,24188.956521739132
OC522,26,24603.608695652172
OC522,27,24880.043478260868
OC522,28,25156.478260869564
OC522,29,25571.130434782608
OC522,30,25847.565217391304
OC522,31,26124
OC522,32,26452.88888888889
OC522,33,26672.14814814815
OC522,34,27001.037037037036
OC522,35,27220.296296296296
OC522,36,27549.185185185186
OC522,37,27768.444444444445
OC522,38,28097.333333333332
OC522,39,28426.222222222223
OC522,40,28755.11111111111
OC522,41,29084
OC522,42,29376.064516129034
OC522,43,29668.129032258064
OC522,44,29960.1935483871
OC522,45,30252.25806451613
OC522,46,30544.322580645163
OC522,47,30836.387096774193
OC522,48,31128.451612903227
OC522,49,31420.516129032258
OC522,50,31809.93548387097
OC522,51,32102
OC522,52,32335.46153846154
OC522,53,32646.74358974359
OC522,54,32958.02564102564
OC522,55,33191.48717948718
OC522,56,33502.769230769234
OC522,57,33891.8717948718
OC522,58,34203.153846153844
OC522,59,34514.4358974359
OC522,60,34825.717948717946
OC522,61,35137
OC522,62,35424.450980392154
OC522,63,35783.76470588235
OC522,64,36071.21568627451
OC522,65,36430.529411764706
OC522,66,36789.8431372549
OC522,67,37149.1568627451
OC522,68,37580.333333333336
OC522,69,38011.509803921566
OC522,70,38370.82352941176
OC522,71,38802
OC522,72,39167.91891891892
OC522,73,39594.82432432433
OC522,74,39960.74324324324
OC522,75,40387.64864864865
OC522,76,40875.54054054054
OC522,77,41302.44594594595
OC522,78,41790.33783783784
OC522,79,42278.229729729734
OC522,80,42827.10810810811
OC522,81,43315
OC522,82,43804.705882352944
OC522,83,44294.41176470588
OC522,84,44735.14705882353
OC522,85,45126.91176470588
OC522,86,45714.55882352941
OC522,87,46351.17647058824
OC522,88,47134.705882352944
OC522,89,48016.17647058824
OC522,90,48897.64705882353
OC522,91,49975
OC5231,11,16384
OC5231,12,16768.272727272728
OC5231,13,17152.545454545456
OC5231,14,17536.81818181818
OC5231,15,18113.227272727272
OC5231,16,18497.5
OC5231,17,18881.772727272728
OC5231,18,19458.18181818182
OC5231,19,19842.454545454544
OC5231,20,20226.727272727272
OC5231,21,20611
OC5231,22,21003.869565217392
OC5231,23,21265.782608695652
OC5231,24,21527.695652173912
OC5231,25,21789.608695652176
OC5231,26,22182.478260869564
OC5231,27,22444.391304347828
OC5231,28,22706.304347826088
OC5231,29,23099.17391304348
OC5231,30,23361.08695652174
OC5231,31,23623
OC5231,32,23930.0
OC5231,33,24134.666666666668
OC5231,34,24441.666666666668
OC5231,35,24646.333333333332
OC5231,36,24953.333333333332
OC5231,37,25158.0
OC5231,38,25465.0
OC5231,39,25772.0
OC5231,40,26079.0
OC5231,41,26386
OC5231,42,26575.387096774193
OC5231,43,26764.774193548386
OC5231,44,26954.16129032258
OC5231,45,27143.548387096773
OC5231,46,27332.93548387097
OC5231,47,27522.322580645163
OC5231,48,27711.709677419356
OC5231,49,27901.09677419355
OC5231,50,28153.612903225807
OC5231,51,28343
OC5231,52,28514.615384615383
OC5231,53,28743.4358974359
OC5231,54,28972.25641025641
OC5231,55,29143.871794871797
OC5231,56,29372.69230769231
OC5231,57,29658.71794871795
OC5231,58,29887.53846153846
OC5231,59,30116.358974358973
OC5231,60,30345.17948717949
OC5231,61,30574
OC5231,62,30758.392156862745
OC5231,63,30988.882352941175
OC5231,64,31173.274509803923
OC5231,65,31403.764705882353
OC5231,66,31634.254901960783
OC5231,67,31864.745098039217
OC5231,68,32141.333333333332
OC5231,69,32417.92156862745
OC5231,70,32648.41176470588
OC5231,71,32925
OC5231,72,33193.45945945946
OC5231,73,33506.66216216216
OC5231,74,33775.12162162162
OC5231,75,34088.32432432433
OC5231,76,34446.27027027027
OC5231,77,34759.47297297297
OC5231,78,35117.41891891892
OC5231,79,35475.36486486487
OC5231,80,35878.05405405405
OC5231,81,36236
OC5231,82,NULL
OC5231,83,NULL
OC5231,84,NULL
OC5231,85,NULL
OC5231,86,NULL
OC5231,87,NULL
OC5231,88,NULL
OC5231,89,NULL
OC5231,90,NULL
OC5231,91,NULL
